cd_clean,support_pct,n_cells,question,label,topic,margin_of_error
CA-23,38.1,75,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-24,32.2,56,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-25,39,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-26,37.5,51,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-27,34.2,70,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-28,26,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-29,24.4,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-30,25.8,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-31,37.4,74,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-32,30.4,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-33,28.8,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-34,27.3,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-35,35.3,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-36,35.8,63,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-37,27.5,69,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-38,34,63,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-39,39.5,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-40,29.3,51,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-41,41.2,74,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-42,44.6,74,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-43,34,73,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-44,23.7,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-45,36.8,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-46,36,56,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-47,29.6,70,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-48,30.8,47,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-49,37.6,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-50,44.8,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-51,31.5,68,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-52,32.4,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CA-53,29.8,71,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CO-01,27.9,69,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CO-02,28.9,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CO-03,42.4,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CO-04,44.1,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CO-05,43.5,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CO-06,35.5,69,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CO-07,35,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CT-01,34.3,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CT-02,38.5,50,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CT-03,29.6,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CT-04,34.3,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
CT-05,33.8,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
DC-01,17.7,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
DE-01,38.7,70,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-01,49,66,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-02,50.5,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-03,44.6,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-04,48.2,73,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-05,35.2,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-06,50,71,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-07,36.3,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-08,51.7,69,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-09,44.1,81,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-10,35.8,79,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-11,57.7,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-12,44.5,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-13,40,74,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-14,36.5,77,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-15,45.3,78,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-16,45.3,63,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-17,54.9,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-18,44.7,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-19,51.8,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-20,34.7,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-21,42.4,60,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-22,38.8,81,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-23,37.1,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-24,35.2,70,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-25,43.7,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-26,44.1,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
FL-27,37.6,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-01,47.9,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-02,39.7,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-03,49,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-04,27.5,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-05,26.7,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-06,36.6,68,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-07,45.8,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-08,47.5,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-09,61.1,49,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-10,45.8,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-11,45,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-12,40.6,60,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-13,38.9,66,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
GA-14,54.4,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
HI-01,28.6,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
HI-02,33.6,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IA-01,34.5,48,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IA-02,35.1,48,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IA-03,34.6,48,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IA-04,44.9,45,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
ID-01,49.8,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
ID-02,43.9,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-01,32.7,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-02,25.8,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-03,34.8,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-04,23.6,66,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-05,25.2,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-06,32.5,50,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-07,23,77,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-08,31.7,56,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-09,26.7,70,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-10,35.5,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-11,38.4,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-12,41.6,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-13,43.3,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-14,37.7,50,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-15,46.2,40,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-16,45.1,46,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-17,43.3,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IL-18,47.9,50,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-01,37.9,63,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-02,47.2,51,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-03,44.5,51,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-04,43.7,50,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-05,34.7,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-06,48.8,43,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-07,38,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-08,43.5,46,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
IN-09,45.8,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KS-01,44.9,52,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KS-02,37.8,52,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KS-03,39.3,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KS-04,47.6,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KY-01,47.5,52,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KY-02,47.7,43,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KY-03,35.3,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KY-04,51.3,48,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KY-05,55,42,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
KY-06,39.5,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
LA-01,56.8,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
LA-02,28.9,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
LA-03,48.8,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
LA-04,51.4,60,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
LA-05,56.2,48,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
LA-06,47.1,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-01,35.7,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-02,32.8,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-03,38.1,51,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-04,34.2,47,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-05,27.9,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-06,35.6,39,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-07,21.4,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-08,33.9,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MA-09,39.3,45,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-01,47.2,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-02,40.4,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-03,32.1,72,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-04,28,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-05,35.5,66,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-06,42.3,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-07,27.2,68,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MD-08,29.9,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
ME-01,36,43,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
ME-02,40.8,49,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-01,42.2,43,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-02,37.1,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-03,38.7,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-04,44.3,45,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-05,37.6,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-06,37.7,46,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-07,45,44,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-08,39.5,59,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-09,40.8,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-10,47,43,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-11,34.2,50,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-12,26.2,60,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-13,29.4,68,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MI-14,27.1,66,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-01,34.6,47,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-02,40.6,47,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-03,34,45,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-04,24.5,58,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-05,21.4,73,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-06,46.9,40,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-07,42.2,40,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MN-08,46.5,40,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-01,25.3,65,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-02,37.1,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-03,49.7,49,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-04,48.9,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-05,36.8,66,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-06,53.7,47,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-07,51.8,53,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MO-08,57.8,50,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MS-01,50.2,48,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MS-02,34.5,47,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MS-03,49.5,51,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MS-04,51,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
MT-01,42.4,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-01,29.6,63,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-02,40,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-03,44.8,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-04,29.2,69,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-05,44.6,67,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-06,43.5,61,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-07,44.1,62,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-08,45.1,69,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-09,43,64,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-10,50.9,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-11,45,46,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-12,30,77,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NC-13,39.6,63,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
ND-01,42.6,45,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NE-01,37,47,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NE-02,34.2,57,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NE-03,47.8,39,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NH-01,40,55,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NH-02,36.6,54,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
NJ-01,36.9,69,immig_wall,Build a wall on the U.S.-Mexico border,Immigration,7
