cd_clean,support_pct,n_cells,question,label,topic,margin_of_error
MO-06,56.1,47,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
MO-07,62.1,53,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
MO-08,52.2,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
MS-01,58.6,48,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
MS-02,67.3,47,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
MS-03,55.7,51,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
MS-04,53.5,57,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
MT-01,60.8,57,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-01,71.7,63,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-02,68.6,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-03,68,64,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-04,75.7,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-05,62.7,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-06,63.2,61,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-07,64.8,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-08,63.2,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-09,64,64,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-10,62,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-11,66,46,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-12,75.3,77,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NC-13,66.4,63,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
ND-01,62.5,45,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NE-01,69.4,47,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NE-02,72.3,57,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NE-03,57.7,39,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NH-01,70.5,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NH-02,71.4,54,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-01,73.4,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-02,69.5,64,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-03,74.2,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-04,74.5,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-05,72.6,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-06,73.1,65,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-07,67.1,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-08,82.4,65,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-09,76.4,72,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-10,82.1,73,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-11,73.7,51,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NJ-12,74.5,65,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NM-01,68.9,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NM-02,58.5,63,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NM-03,69.3,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NV-01,72.7,78,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NV-02,54.9,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NV-03,69.7,72,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NV-04,64.5,77,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-01,72.8,60,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-02,75.5,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-03,80.9,54,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-04,75,63,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-05,79.1,73,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-06,81.9,68,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-07,82.9,70,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-08,83.1,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-09,81.8,72,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-10,85,76,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-11,73,70,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-12,86.6,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-13,86.4,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-14,80.8,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-15,80.5,63,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-16,79.4,68,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-17,79.3,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-18,70.7,60,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-19,71,59,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-20,76.5,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-21,73.7,47,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-22,73.7,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-23,65.7,43,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-24,69,51,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-25,76.6,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-26,74.3,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
NY-27,70.8,42,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-01,70.3,61,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-02,68.5,51,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-03,72.6,75,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-04,62.6,54,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-05,66.3,44,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-06,61.3,45,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-07,64.3,39,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-08,65.2,52,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-09,69.7,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-10,71.5,54,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-11,81.8,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-12,68.3,52,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-13,67.6,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-14,64.3,54,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-15,64.6,48,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OH-16,62.7,48,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OK-01,63,61,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OK-02,50.3,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OK-03,57.3,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OK-04,63.9,61,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OK-05,64.9,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OR-01,67.4,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OR-02,60.5,49,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OR-03,77.6,70,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OR-04,67.9,56,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
OR-05,68.4,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-01,73.2,68,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-02,78.9,70,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-03,76.9,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-04,69.5,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-05,70.4,56,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-06,69.5,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-07,71.7,60,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-08,66.3,64,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-09,65.1,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-10,67.1,64,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-11,65.9,57,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-12,61,49,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-13,61.9,59,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-14,65.8,56,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-15,63,53,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-16,66.5,49,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-17,65.2,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
PA-18,73.8,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
RI-01,73.6,51,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
RI-02,79.7,48,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SC-01,67.5,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SC-02,69.4,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SC-03,65,46,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SC-04,62.1,68,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SC-05,68.7,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SC-06,73.1,63,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SC-07,66.1,59,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
SD-01,57,45,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-01,60,47,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-02,65.2,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-03,62.3,52,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-04,57.6,57,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-05,74,63,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-06,59,43,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-07,57.2,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-08,63.8,56,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TN-09,77.4,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-01,55.3,56,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-02,66.4,68,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-03,68,70,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-04,60.1,54,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-05,63.9,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-06,62.4,72,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-07,67.9,77,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-08,57.8,61,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-09,75.1,77,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-10,67.9,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-11,53.5,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-12,65.3,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-13,58.4,57,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-14,68.1,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-15,66.3,53,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-16,74.5,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-17,64.2,59,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-18,76.4,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-19,50.5,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-20,69.6,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-21,65.3,72,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-22,63.7,80,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-23,65.6,64,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-24,72.6,69,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-25,63.1,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-26,59.1,68,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-27,63.2,60,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-28,65.7,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-29,74,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-30,72.5,70,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-31,61.9,78,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-32,70.9,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-33,72.4,70,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-34,65.4,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-35,69.6,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
TX-36,59.5,57,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
UT-01,64.4,51,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
UT-02,57.2,55,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
UT-03,55.2,45,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
UT-04,69.2,54,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-01,65.3,65,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-02,69.7,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-03,68.1,74,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-04,70.6,71,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-05,65.7,59,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-06,62.4,64,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-07,66.9,62,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-08,77.6,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-09,62.8,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-10,66.4,61,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VA-11,76.1,65,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
VT-01,73.3,46,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-01,64.4,53,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-02,70.6,56,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-03,62.3,59,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-04,54.3,51,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-05,62.2,59,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-06,66.4,67,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-07,80.7,65,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-08,66.7,56,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-09,77.1,72,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WA-10,69.9,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-01,65.2,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-02,78,58,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-03,69,44,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-04,76.2,66,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-05,67.9,60,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-06,62.4,38,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-07,60.2,42,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WI-08,67.1,50,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WV-01,64.5,41,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WV-02,61.3,46,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WV-03,55.5,45,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
WY-01,55.6,46,enviro_carbon,Regulate CO2 as a pollutant,Climate,7
AK-01,55,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
AL-01,59.1,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
AL-02,56.8,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
AL-03,55.7,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
AL-04,53,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
AL-05,60.9,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
AL-06,55.1,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
AL-07,59.8,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
AR-01,60.3,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
AR-02,63,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
AR-03,59,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
AR-04,58.8,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-01,57.5,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-02,65,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-03,60.9,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-04,50,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-05,56.9,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-06,54.7,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-07,67.7,71,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-08,53.8,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
AZ-09,65.1,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-01,62,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-02,74.2,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-03,65.2,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-04,60.4,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-05,74.6,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-06,73.8,79,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-07,67.1,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-08,61.9,71,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-09,67.4,78,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-10,58.2,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-11,69.7,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-12,84.1,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-13,79.3,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-14,78.4,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-15,74.1,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-16,68.1,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-17,76.5,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-18,70.6,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-19,72.8,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-20,69.1,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-21,57,52,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-22,63.2,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-23,63.9,75,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-24,68.8,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-25,65.3,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-26,66.2,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-27,71.6,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-28,76.5,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-29,76.7,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-30,75.7,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-31,66.1,74,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-32,66.8,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-33,75.9,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-34,73.8,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-35,65.6,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-36,66.6,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-37,77.2,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-38,62.3,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-39,69,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-40,64.3,51,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-41,65.3,74,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-42,64.5,74,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-43,69.1,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-44,65.5,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-45,70.6,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-46,69.1,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-47,74.2,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-48,70.4,47,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-49,68.2,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-50,58,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-51,70.3,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-52,71.8,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
CA-53,75.1,71,enviro_renewable,Require minimum renewable fuel production,Climate,7
CO-01,74.4,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
CO-02,70.2,57,enviro_renewable,Require minimum renewable fuel production,Climate,7
CO-03,55.7,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
CO-04,54.9,58,enviro_renewable,Require minimum renewable fuel production,Climate,7
CO-05,61.7,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
CO-06,66.9,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
CO-07,63.5,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
CT-01,68.9,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
CT-02,68,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
CT-03,73.2,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
CT-04,65.6,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
CT-05,65.5,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
DC-01,80.7,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
DE-01,64.9,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-01,67.4,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-02,58.8,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-03,65.4,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-04,58.3,73,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-05,65.6,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-06,60.5,71,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-07,68,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-08,59.7,69,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-09,64.5,81,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-10,66.4,79,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-11,57.6,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-12,67.4,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-13,68.2,74,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-14,69.1,77,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-15,64.8,78,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-16,64.2,63,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-17,60.6,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-18,62.4,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-19,64.8,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-20,70.5,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-21,68.5,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-22,68.7,81,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-23,71.9,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-24,65.5,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-25,67.6,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-26,65.3,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
FL-27,71.1,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-01,56,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-02,58.5,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-03,57.2,53,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-04,70.7,72,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-05,71.8,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-06,67.4,68,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-07,59.2,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-08,57.8,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-09,46.9,49,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-10,58.5,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-11,60.1,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-12,62.2,60,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-13,59.8,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
GA-14,53.8,54,enviro_renewable,Require minimum renewable fuel production,Climate,7
HI-01,74.7,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
HI-02,73.3,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
IA-01,67.6,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
IA-02,70.6,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
IA-03,66.2,48,enviro_renewable,Require minimum renewable fuel production,Climate,7
IA-04,66,45,enviro_renewable,Require minimum renewable fuel production,Climate,7
ID-01,53.7,59,enviro_renewable,Require minimum renewable fuel production,Climate,7
ID-02,61.4,55,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-01,65.3,64,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-02,69,67,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-03,69.3,62,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-04,75.2,66,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-05,74.8,61,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-06,70.3,50,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-07,75.8,77,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-08,68.5,56,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-09,72.9,70,enviro_renewable,Require minimum renewable fuel production,Climate,7
IL-10,68.7,65,enviro_renewable,Require minimum renewable fuel production,Climate,7
