cd_clean,female,age_bin,educ_bin,race_bin,population
TX-08,0,18-29,some_college,white,8619
TX-08,0,18-29,some_college,black,2330
TX-08,0,18-29,some_college,hispanic,5925
TX-08,0,18-29,some_college,other,1748
TX-08,0,18-29,college_plus,white,8913
TX-08,0,18-29,college_plus,black,2409
TX-08,0,18-29,college_plus,hispanic,6127
TX-08,0,18-29,college_plus,other,1807
TX-08,0,30-44,no_college,white,14236
TX-08,0,30-44,no_college,black,3848
TX-08,0,30-44,no_college,hispanic,9786
TX-08,0,30-44,no_college,other,2887
TX-08,0,30-44,some_college,white,11381
TX-08,0,30-44,some_college,black,3077
TX-08,0,30-44,some_college,hispanic,7823
TX-08,0,30-44,some_college,other,2308
TX-08,0,30-44,college_plus,white,11768
TX-08,0,30-44,college_plus,black,3181
TX-08,0,30-44,college_plus,hispanic,8090
TX-08,0,30-44,college_plus,other,2386
TX-08,0,45-64,no_college,white,16981
TX-08,0,45-64,no_college,black,4591
TX-08,0,45-64,no_college,hispanic,11673
TX-08,0,45-64,no_college,other,3443
TX-08,0,45-64,some_college,white,13575
TX-08,0,45-64,some_college,black,3670
TX-08,0,45-64,some_college,hispanic,9332
TX-08,0,45-64,some_college,other,2753
TX-08,0,45-64,college_plus,white,14038
TX-08,0,45-64,college_plus,black,3795
TX-08,0,45-64,college_plus,hispanic,9650
TX-08,0,45-64,college_plus,other,2847
TX-08,0,65+,no_college,white,7664
TX-08,0,65+,no_college,black,2072
TX-08,0,65+,no_college,hispanic,5268
TX-08,0,65+,no_college,other,1554
TX-08,0,65+,some_college,white,6127
TX-08,0,65+,some_college,black,1656
TX-08,0,65+,some_college,hispanic,4212
TX-08,0,65+,some_college,other,1242
TX-08,0,65+,college_plus,white,6336
TX-08,0,65+,college_plus,black,1713
TX-08,0,65+,college_plus,hispanic,4355
TX-08,0,65+,college_plus,other,1285
TX-08,1,18-29,no_college,white,9480
TX-08,1,18-29,no_college,black,2563
TX-08,1,18-29,no_college,hispanic,6517
TX-08,1,18-29,no_college,other,1922
TX-08,1,18-29,some_college,white,7579
TX-08,1,18-29,some_college,black,2049
TX-08,1,18-29,some_college,hispanic,5210
TX-08,1,18-29,some_college,other,1537
TX-08,1,18-29,college_plus,white,7837
TX-08,1,18-29,college_plus,black,2119
TX-08,1,18-29,college_plus,hispanic,5387
TX-08,1,18-29,college_plus,other,1589
TX-08,1,30-44,no_college,white,14458
TX-08,1,30-44,no_college,black,3909
TX-08,1,30-44,no_college,hispanic,9939
TX-08,1,30-44,no_college,other,2932
TX-08,1,30-44,some_college,white,11559
TX-08,1,30-44,some_college,black,3125
TX-08,1,30-44,some_college,hispanic,7946
TX-08,1,30-44,some_college,other,2344
TX-08,1,30-44,college_plus,white,11952
TX-08,1,30-44,college_plus,black,3231
TX-08,1,30-44,college_plus,hispanic,8216
TX-08,1,30-44,college_plus,other,2424
TX-08,1,45-64,no_college,white,16882
TX-08,1,45-64,no_college,black,4564
TX-08,1,45-64,no_college,hispanic,11605
TX-08,1,45-64,no_college,other,3423
TX-08,1,45-64,some_college,white,13496
TX-08,1,45-64,some_college,black,3649
TX-08,1,45-64,some_college,hispanic,9278
TX-08,1,45-64,some_college,other,2737
TX-08,1,45-64,college_plus,white,13956
TX-08,1,45-64,college_plus,black,3773
TX-08,1,45-64,college_plus,hispanic,9594
TX-08,1,45-64,college_plus,other,2830
TX-08,1,65+,no_college,white,8935
TX-08,1,65+,no_college,black,2415
TX-08,1,65+,no_college,hispanic,6142
TX-08,1,65+,no_college,other,1812
TX-08,1,65+,some_college,white,7143
TX-08,1,65+,some_college,black,1931
TX-08,1,65+,some_college,hispanic,4910
TX-08,1,65+,some_college,other,1448
TX-08,1,65+,college_plus,white,7386
TX-08,1,65+,college_plus,black,1997
TX-08,1,65+,college_plus,hispanic,5078
TX-08,1,65+,college_plus,other,1498
TX-09,0,18-29,no_college,white,3720
TX-09,0,18-29,no_college,black,9843
TX-09,0,18-29,no_college,hispanic,10591
TX-09,0,18-29,no_college,other,3276
TX-09,0,18-29,some_college,white,2035
TX-09,0,18-29,some_college,black,5384
TX-09,0,18-29,some_college,hispanic,5793
TX-09,0,18-29,some_college,other,1792
TX-09,0,18-29,college_plus,white,2590
TX-09,0,18-29,college_plus,black,6853
TX-09,0,18-29,college_plus,hispanic,7374
TX-09,0,18-29,college_plus,other,2281
TX-09,0,30-44,no_college,white,5057
TX-09,0,30-44,no_college,black,13382
TX-09,0,30-44,no_college,hispanic,14398
TX-09,0,30-44,no_college,other,4453
TX-09,0,30-44,some_college,white,2766
TX-09,0,30-44,some_college,black,7320
TX-09,0,30-44,some_college,hispanic,7876
TX-09,0,30-44,some_college,other,2436
TX-09,0,30-44,college_plus,white,3521
TX-09,0,30-44,college_plus,black,9317
TX-09,0,30-44,college_plus,hispanic,10024
TX-09,0,30-44,college_plus,other,3100
TX-09,0,45-64,no_college,white,5165
TX-09,0,45-64,no_college,black,13667
TX-09,0,45-64,no_college,hispanic,14705
TX-09,0,45-64,no_college,other,4548
TX-09,0,45-64,some_college,white,2825
TX-09,0,45-64,some_college,black,7476
TX-09,0,45-64,some_college,hispanic,8044
TX-09,0,45-64,some_college,other,2488
TX-09,0,45-64,college_plus,white,3596
TX-09,0,45-64,college_plus,black,9515
TX-09,0,45-64,college_plus,hispanic,10238
TX-09,0,45-64,college_plus,other,3167
TX-09,0,65+,no_college,white,2247
TX-09,0,65+,no_college,black,5947
TX-09,0,65+,no_college,hispanic,6398
TX-09,0,65+,no_college,other,1979
TX-09,0,65+,some_college,white,1229
TX-09,0,65+,some_college,black,3253
TX-09,0,65+,some_college,hispanic,3500
TX-09,0,65+,some_college,other,1082
TX-09,0,65+,college_plus,white,1565
TX-09,0,65+,college_plus,black,4140
TX-09,0,65+,college_plus,hispanic,4455
TX-09,0,65+,college_plus,other,1378
TX-09,1,18-29,no_college,white,4118
TX-09,1,18-29,no_college,black,10897
TX-09,1,18-29,no_college,hispanic,11725
TX-09,1,18-29,no_college,other,3626
TX-09,1,18-29,some_college,white,2253
TX-09,1,18-29,some_college,black,5961
TX-09,1,18-29,some_college,hispanic,6413
TX-09,1,18-29,some_college,other,1984
TX-09,1,18-29,college_plus,white,2867
TX-09,1,18-29,college_plus,black,7587
TX-09,1,18-29,college_plus,hispanic,8163
TX-09,1,18-29,college_plus,other,2525
TX-09,1,30-44,no_college,white,5105
TX-09,1,30-44,no_college,black,13508
TX-09,1,30-44,no_college,hispanic,14534
TX-09,1,30-44,no_college,other,4495
TX-09,1,30-44,some_college,white,2793
TX-09,1,30-44,some_college,black,7389
TX-09,1,30-44,some_college,hispanic,7950
TX-09,1,30-44,some_college,other,2459
TX-09,1,30-44,college_plus,white,3554
TX-09,1,30-44,college_plus,black,9405
TX-09,1,30-44,college_plus,hispanic,10119
TX-09,1,30-44,college_plus,other,3130
TX-09,1,45-64,no_college,white,5534
TX-09,1,45-64,no_college,black,14643
TX-09,1,45-64,no_college,hispanic,15755
TX-09,1,45-64,no_college,other,4873
TX-09,1,45-64,some_college,white,3027
TX-09,1,45-64,some_college,black,8009
TX-09,1,45-64,some_college,hispanic,8618
TX-09,1,45-64,some_college,other,2665
TX-09,1,45-64,college_plus,white,3853
TX-09,1,45-64,college_plus,black,10195
TX-09,1,45-64,college_plus,hispanic,10969
TX-09,1,45-64,college_plus,other,3393
TX-09,1,65+,no_college,white,2954
TX-09,1,65+,no_college,black,7817
TX-09,1,65+,no_college,hispanic,8410
TX-09,1,65+,no_college,other,2601
TX-09,1,65+,some_college,white,1616
TX-09,1,65+,some_college,black,4276
TX-09,1,65+,some_college,hispanic,4600
TX-09,1,65+,some_college,other,1423
TX-09,1,65+,college_plus,white,2057
TX-09,1,65+,college_plus,black,5442
TX-09,1,65+,college_plus,hispanic,5856
TX-09,1,65+,college_plus,other,1811
TX-10,0,18-29,no_college,white,15926
TX-10,0,18-29,no_college,black,2814
TX-10,0,18-29,no_college,hispanic,6899
TX-10,0,18-29,no_college,other,2330
TX-10,0,18-29,some_college,white,12326
TX-10,0,18-29,some_college,black,2178
TX-10,0,18-29,some_college,hispanic,5339
TX-10,0,18-29,some_college,other,1803
TX-10,0,18-29,college_plus,white,18497
TX-10,0,18-29,college_plus,black,3269
TX-10,0,18-29,college_plus,hispanic,8013
TX-10,0,18-29,college_plus,other,2706
TX-10,0,30-44,no_college,white,14346
TX-10,0,30-44,no_college,black,2535
TX-10,0,30-44,no_college,hispanic,6214
TX-10,0,30-44,no_college,other,2099
TX-10,0,30-44,some_college,white,11103
TX-10,0,30-44,some_college,black,1962
TX-10,0,30-44,some_college,hispanic,4810
TX-10,0,30-44,some_college,other,1624
TX-10,0,30-44,college_plus,white,16661
TX-10,0,30-44,college_plus,black,2944
TX-10,0,30-44,college_plus,hispanic,7217
TX-10,0,30-44,college_plus,other,2437
TX-10,0,45-64,no_college,white,17848
TX-10,0,45-64,no_college,black,3154
TX-10,0,45-64,no_college,hispanic,7731
TX-10,0,45-64,no_college,other,2611
TX-10,0,45-64,some_college,white,13813
TX-10,0,45-64,some_college,black,2441
TX-10,0,45-64,some_college,hispanic,5984
TX-10,0,45-64,some_college,other,2021
TX-10,0,45-64,college_plus,white,20728
TX-10,0,45-64,college_plus,black,3663
TX-10,0,45-64,college_plus,hispanic,8979
TX-10,0,45-64,college_plus,other,3032
TX-10,0,65+,no_college,white,10042
TX-10,0,65+,no_college,black,1775
TX-10,0,65+,no_college,hispanic,4350
TX-10,0,65+,no_college,other,1469
TX-10,0,65+,some_college,white,7772
TX-10,0,65+,some_college,black,1373
TX-10,0,65+,some_college,hispanic,3367
TX-10,0,65+,some_college,other,1137
TX-10,0,65+,college_plus,white,11663
TX-10,0,65+,college_plus,black,2061
TX-10,0,65+,college_plus,hispanic,5052
TX-10,0,65+,college_plus,other,1706
TX-10,1,18-29,no_college,white,14421
TX-10,1,18-29,no_college,black,2548
TX-10,1,18-29,no_college,hispanic,6247
TX-10,1,18-29,no_college,other,2110
TX-10,1,18-29,some_college,white,11161
TX-10,1,18-29,some_college,black,1972
TX-10,1,18-29,some_college,hispanic,4835
TX-10,1,18-29,some_college,other,1633
TX-10,1,18-29,college_plus,white,16749
TX-10,1,18-29,college_plus,black,2960
TX-10,1,18-29,college_plus,hispanic,7255
TX-10,1,18-29,college_plus,other,2450
TX-10,1,30-44,no_college,white,13715
TX-10,1,30-44,no_college,black,2424
TX-10,1,30-44,no_college,hispanic,5941
TX-10,1,30-44,no_college,other,2006
TX-10,1,30-44,some_college,white,10615
TX-10,1,30-44,some_college,black,1876
TX-10,1,30-44,some_college,hispanic,4598
TX-10,1,30-44,some_college,other,1553
TX-10,1,30-44,college_plus,white,15929
TX-10,1,30-44,college_plus,black,2815
TX-10,1,30-44,college_plus,hispanic,6900
TX-10,1,30-44,college_plus,other,2330
TX-10,1,45-64,no_college,white,17690
TX-10,1,45-64,no_college,black,3126
TX-10,1,45-64,no_college,hispanic,7663
TX-10,1,45-64,no_college,other,2588
TX-10,1,45-64,some_college,white,13691
TX-10,1,45-64,some_college,black,2419
TX-10,1,45-64,some_college,hispanic,5931
TX-10,1,45-64,some_college,other,2003
TX-10,1,45-64,college_plus,white,20545
TX-10,1,45-64,college_plus,black,3631
TX-10,1,45-64,college_plus,hispanic,8900
TX-10,1,45-64,college_plus,other,3005
TX-10,1,65+,no_college,white,11077
TX-10,1,65+,no_college,black,1958
TX-10,1,65+,no_college,hispanic,4799
TX-10,1,65+,no_college,other,1620
TX-10,1,65+,some_college,white,8573
TX-10,1,65+,some_college,black,1515
TX-10,1,65+,some_college,hispanic,3714
TX-10,1,65+,some_college,other,1254
TX-10,1,65+,college_plus,white,12865
TX-10,1,65+,college_plus,black,2274
TX-10,1,65+,college_plus,hispanic,5573
TX-10,1,65+,college_plus,other,1882
TX-11,0,18-29,no_college,white,12687
TX-11,0,18-29,no_college,black,3255
TX-11,0,18-29,no_college,hispanic,12075
TX-11,0,18-29,no_college,other,1571
TX-11,0,18-29,some_college,white,10437
TX-11,0,18-29,some_college,black,2677
TX-11,0,18-29,some_college,hispanic,9933
TX-11,0,18-29,some_college,other,1292
TX-11,0,18-29,college_plus,white,7070
TX-11,0,18-29,college_plus,black,1814
TX-11,0,18-29,college_plus,hispanic,6729
TX-11,0,18-29,college_plus,other,876
TX-11,0,30-44,no_college,white,14866
TX-11,0,30-44,no_college,black,3814
TX-11,0,30-44,no_college,hispanic,14149
TX-11,0,30-44,no_college,other,1841
TX-11,0,30-44,some_college,white,12229
TX-11,0,30-44,some_college,black,3137
TX-11,0,30-44,some_college,hispanic,11639
TX-11,0,30-44,some_college,other,1514
TX-11,0,30-44,college_plus,white,8284
TX-11,0,30-44,college_plus,black,2125
TX-11,0,30-44,college_plus,hispanic,7885
TX-11,0,30-44,college_plus,other,1026
TX-11,0,45-64,no_college,white,14569
TX-11,0,45-64,no_college,black,3737
TX-11,0,45-64,no_college,hispanic,13866
TX-11,0,45-64,no_college,other,1804
TX-11,0,45-64,some_college,white,11985
TX-11,0,45-64,some_college,black,3074
TX-11,0,45-64,some_college,hispanic,11407
TX-11,0,45-64,some_college,other,1484
TX-11,0,45-64,college_plus,white,8119
TX-11,0,45-64,college_plus,black,2083
TX-11,0,45-64,college_plus,hispanic,7727
TX-11,0,45-64,college_plus,other,1005
TX-11,0,65+,no_college,white,8084
TX-11,0,65+,no_college,black,2074
TX-11,0,65+,no_college,hispanic,7694
TX-11,0,65+,no_college,other,1001
TX-11,0,65+,some_college,white,6650
TX-11,0,65+,some_college,black,1706
TX-11,0,65+,some_college,hispanic,6329
TX-11,0,65+,some_college,other,824
TX-11,0,65+,college_plus,white,4505
TX-11,0,65+,college_plus,black,1156
TX-11,0,65+,college_plus,hispanic,4288
TX-11,0,65+,college_plus,other,558
TX-11,1,18-29,no_college,white,11416
TX-11,1,18-29,no_college,black,2929
TX-11,1,18-29,no_college,hispanic,10866
TX-11,1,18-29,no_college,other,1414
TX-11,1,18-29,some_college,white,9391
TX-11,1,18-29,some_college,black,2409
TX-11,1,18-29,some_college,hispanic,8938
TX-11,1,18-29,some_college,other,1163
TX-11,1,18-29,college_plus,white,6362
TX-11,1,18-29,college_plus,black,1632
TX-11,1,18-29,college_plus,hispanic,6055
TX-11,1,18-29,college_plus,other,788
TX-11,1,30-44,no_college,white,13860
TX-11,1,30-44,no_college,black,3556
TX-11,1,30-44,no_college,hispanic,13192
TX-11,1,30-44,no_college,other,1716
TX-11,1,30-44,some_college,white,11402
TX-11,1,30-44,some_college,black,2925
TX-11,1,30-44,some_college,hispanic,10852
TX-11,1,30-44,some_college,other,1412
TX-11,1,30-44,college_plus,white,7724
TX-11,1,30-44,college_plus,black,1981
TX-11,1,30-44,college_plus,hispanic,7351
TX-11,1,30-44,college_plus,other,957
TX-11,1,45-64,no_college,white,14826
TX-11,1,45-64,no_college,black,3803
TX-11,1,45-64,no_college,hispanic,14111
TX-11,1,45-64,no_college,other,1836
TX-11,1,45-64,some_college,white,12196
TX-11,1,45-64,some_college,black,3129
TX-11,1,45-64,some_college,hispanic,11608
TX-11,1,45-64,some_college,other,1510
TX-11,1,45-64,college_plus,white,8262
TX-11,1,45-64,college_plus,black,2119
TX-11,1,45-64,college_plus,hispanic,7864
TX-11,1,45-64,college_plus,other,1023
TX-11,1,65+,no_college,white,9800
TX-11,1,65+,no_college,black,2514
TX-11,1,65+,no_college,hispanic,9327
TX-11,1,65+,no_college,other,1214
TX-11,1,65+,some_college,white,8062
TX-11,1,65+,some_college,black,2068
TX-11,1,65+,some_college,hispanic,7673
TX-11,1,65+,some_college,other,998
TX-11,1,65+,college_plus,white,5461
TX-11,1,65+,college_plus,black,1401
TX-11,1,65+,college_plus,hispanic,5198
TX-11,1,65+,college_plus,other,676
TX-12,0,18-29,no_college,white,13273
TX-12,0,18-29,no_college,black,2636
TX-12,0,18-29,no_college,hispanic,5969
TX-12,0,18-29,no_college,other,1751
TX-12,0,18-29,some_college,white,10945
TX-12,0,18-29,some_college,black,2174
TX-12,0,18-29,some_college,hispanic,4922
TX-12,0,18-29,some_college,other,1444
TX-12,0,18-29,college_plus,white,12287
TX-12,0,18-29,college_plus,black,2440
TX-12,0,18-29,college_plus,hispanic,5526
TX-12,0,18-29,college_plus,other,1621
TX-12,0,30-44,no_college,white,16955
TX-12,0,30-44,no_college,black,3367
TX-12,0,30-44,no_college,hispanic,7625
TX-12,0,30-44,no_college,other,2236
TX-12,0,30-44,some_college,white,13982
TX-12,0,30-44,some_college,black,2777
TX-12,0,30-44,some_college,hispanic,6288
TX-12,0,30-44,some_college,other,1844
TX-12,0,30-44,college_plus,white,15696
TX-12,0,30-44,college_plus,black,3117
TX-12,0,30-44,college_plus,hispanic,7059
TX-12,0,30-44,college_plus,other,2070
TX-12,0,45-64,no_college,white,18658
TX-12,0,45-64,no_college,black,3705
TX-12,0,45-64,no_college,hispanic,8391
TX-12,0,45-64,no_college,other,2461
TX-12,0,45-64,some_college,white,15386
TX-12,0,45-64,some_college,black,3055
TX-12,0,45-64,some_college,hispanic,6919
TX-12,0,45-64,some_college,other,2029
TX-12,0,45-64,college_plus,white,17272
TX-12,0,45-64,college_plus,black,3430
TX-12,0,45-64,college_plus,hispanic,7768
TX-12,0,45-64,college_plus,other,2278
TX-12,0,65+,no_college,white,8992
TX-12,0,65+,no_college,black,1786
TX-12,0,65+,no_college,hispanic,4044
TX-12,0,65+,no_college,other,1186
TX-12,0,65+,some_college,white,7415
TX-12,0,65+,some_college,black,1472
TX-12,0,65+,some_college,hispanic,3335
TX-12,0,65+,some_college,other,978
TX-12,0,65+,college_plus,white,8324
TX-12,0,65+,college_plus,black,1653
TX-12,0,65+,college_plus,hispanic,3743
TX-12,0,65+,college_plus,other,1098
TX-12,1,18-29,no_college,white,13667
TX-12,1,18-29,no_college,black,2714
TX-12,1,18-29,no_college,hispanic,6146
TX-12,1,18-29,no_college,other,1803
TX-12,1,18-29,some_college,white,11270
TX-12,1,18-29,some_college,black,2238
TX-12,1,18-29,some_college,hispanic,5068
TX-12,1,18-29,some_college,other,1487
TX-12,1,18-29,college_plus,white,12652
TX-12,1,18-29,college_plus,black,2512
TX-12,1,18-29,college_plus,hispanic,5690
TX-12,1,18-29,college_plus,other,1669
TX-12,1,30-44,no_college,white,17312
TX-12,1,30-44,no_college,black,3438
TX-12,1,30-44,no_college,hispanic,7786
TX-12,1,30-44,no_college,other,2284
TX-12,1,30-44,some_college,white,14276
TX-12,1,30-44,some_college,black,2835
TX-12,1,30-44,some_college,hispanic,6420
TX-12,1,30-44,some_college,other,1883
TX-12,1,30-44,college_plus,white,16027
TX-12,1,30-44,college_plus,black,3183
TX-12,1,30-44,college_plus,hispanic,7207
TX-12,1,30-44,college_plus,other,2114
TX-12,1,45-64,no_college,white,18808
TX-12,1,45-64,no_college,black,3735
TX-12,1,45-64,no_college,hispanic,8458
TX-12,1,45-64,no_college,other,2481
TX-12,1,45-64,some_college,white,15510
TX-12,1,45-64,some_college,black,3080
TX-12,1,45-64,some_college,hispanic,6975
TX-12,1,45-64,some_college,other,2046
TX-12,1,45-64,college_plus,white,17412
TX-12,1,45-64,college_plus,black,3458
TX-12,1,45-64,college_plus,hispanic,7830
TX-12,1,45-64,college_plus,other,2297
TX-12,1,65+,no_college,white,11542
TX-12,1,65+,no_college,black,2292
TX-12,1,65+,no_college,hispanic,5191
TX-12,1,65+,no_college,other,1522
TX-12,1,65+,some_college,white,9518
TX-12,1,65+,some_college,black,1890
TX-12,1,65+,some_college,hispanic,4280
TX-12,1,65+,some_college,other,1255
TX-12,1,65+,college_plus,white,10685
TX-12,1,65+,college_plus,black,2122
TX-12,1,65+,college_plus,hispanic,4805
TX-12,1,65+,college_plus,other,1409
TX-13,0,18-29,no_college,white,19009
TX-13,0,18-29,no_college,black,2094
TX-13,0,18-29,no_college,hispanic,9187
TX-13,0,18-29,no_college,other,1927
TX-13,0,18-29,some_college,white,14142
TX-13,0,18-29,some_college,black,1558
TX-13,0,18-29,some_college,hispanic,6834
TX-13,0,18-29,some_college,other,1434
TX-13,0,18-29,college_plus,white,10990
TX-13,0,18-29,college_plus,black,1211
TX-13,0,18-29,college_plus,hispanic,5311
TX-13,0,18-29,college_plus,other,1114
TX-13,0,30-44,no_college,white,20678
TX-13,0,30-44,no_college,black,2278
TX-13,0,30-44,no_college,hispanic,9993
TX-13,0,30-44,no_college,other,2096
TX-13,0,30-44,some_college,white,15383
TX-13,0,30-44,some_college,black,1695
TX-13,0,30-44,some_college,hispanic,7435
TX-13,0,30-44,some_college,other,1560
TX-13,0,30-44,college_plus,white,11955
TX-13,0,30-44,college_plus,black,1317
TX-13,0,30-44,college_plus,hispanic,5778
TX-13,0,30-44,college_plus,other,1212
TX-13,0,45-64,no_college,white,22670
TX-13,0,45-64,no_college,black,2498
TX-13,0,45-64,no_college,hispanic,10956
TX-13,0,45-64,no_college,other,2298
TX-13,0,45-64,some_college,white,16866
TX-13,0,45-64,some_college,black,1858
TX-13,0,45-64,some_college,hispanic,8151
TX-13,0,45-64,some_college,other,1710
TX-13,0,45-64,college_plus,white,13107
TX-13,0,45-64,college_plus,black,1444
TX-13,0,45-64,college_plus,hispanic,6334
TX-13,0,45-64,college_plus,other,1329
TX-13,0,65+,no_college,white,12986
TX-13,0,65+,no_college,black,1431
TX-13,0,65+,no_college,hispanic,6276
TX-13,0,65+,no_college,other,1316
TX-13,0,65+,some_college,white,9661
TX-13,0,65+,some_college,black,1064
TX-13,0,65+,some_college,hispanic,4669
TX-13,0,65+,some_college,other,979
TX-13,0,65+,college_plus,white,7508
TX-13,0,65+,college_plus,black,827
TX-13,0,65+,college_plus,hispanic,3628
TX-13,0,65+,college_plus,other,761
TX-13,1,18-29,no_college,white,17737
TX-13,1,18-29,no_college,black,1954
TX-13,1,18-29,no_college,hispanic,8572
TX-13,1,18-29,no_college,other,1798
TX-13,1,18-29,some_college,white,13196
TX-13,1,18-29,some_college,black,1454
TX-13,1,18-29,some_college,hispanic,6377
TX-13,1,18-29,some_college,other,1338
TX-13,1,18-29,college_plus,white,10255
TX-13,1,18-29,college_plus,black,1130
TX-13,1,18-29,college_plus,hispanic,4956
TX-13,1,18-29,college_plus,other,1040
TX-13,1,30-44,no_college,white,18192
TX-13,1,30-44,no_college,black,2004
TX-13,1,30-44,no_college,hispanic,8792
TX-13,1,30-44,no_college,other,1844
TX-13,1,30-44,some_college,white,13534
TX-13,1,30-44,some_college,black,1491
TX-13,1,30-44,some_college,hispanic,6541
TX-13,1,30-44,some_college,other,1372
TX-13,1,30-44,college_plus,white,10517
TX-13,1,30-44,college_plus,black,1159
TX-13,1,30-44,college_plus,hispanic,5083
TX-13,1,30-44,college_plus,other,1066
TX-13,1,45-64,no_college,white,21789
TX-13,1,45-64,no_college,black,2400
TX-13,1,45-64,no_college,hispanic,10530
TX-13,1,45-64,no_college,other,2209
TX-13,1,45-64,some_college,white,16210
TX-13,1,45-64,some_college,black,1786
TX-13,1,45-64,some_college,hispanic,7834
TX-13,1,45-64,some_college,other,1643
TX-13,1,45-64,college_plus,white,12597
TX-13,1,45-64,college_plus,black,1388
TX-13,1,45-64,college_plus,hispanic,6088
TX-13,1,45-64,college_plus,other,1277
TX-13,1,65+,no_college,white,15790
TX-13,1,65+,no_college,black,1740
TX-13,1,65+,no_college,hispanic,7631
TX-13,1,65+,no_college,other,1601
TX-13,1,65+,some_college,white,11747
TX-13,1,65+,some_college,black,1294
TX-13,1,65+,some_college,hispanic,5677
TX-13,1,65+,some_college,other,1191
TX-13,1,65+,college_plus,white,9129
TX-13,1,65+,college_plus,black,1006
TX-13,1,65+,college_plus,hispanic,4412
TX-13,1,65+,college_plus,other,925
TX-14,0,18-29,no_college,white,13904
TX-14,0,18-29,no_college,black,4013
TX-14,0,18-29,no_college,hispanic,6514
TX-14,0,18-29,no_college,other,1504
TX-14,0,18-29,some_college,white,11509
TX-14,0,18-29,some_college,black,3322
TX-14,0,18-29,some_college,hispanic,5392
TX-14,0,18-29,some_college,other,1245
TX-14,0,18-29,college_plus,white,8510
TX-14,0,18-29,college_plus,black,2456
TX-14,0,18-29,college_plus,hispanic,3987
TX-14,0,18-29,college_plus,other,920
TX-14,0,30-44,no_college,white,17959
TX-14,0,30-44,no_college,black,5183
TX-14,0,30-44,no_college,hispanic,8413
TX-14,0,30-44,no_college,other,1942
TX-14,0,30-44,some_college,white,14865
TX-14,0,30-44,some_college,black,4290
TX-14,0,30-44,some_college,hispanic,6964
TX-14,0,30-44,some_college,other,1608
TX-14,0,30-44,college_plus,white,10991
TX-14,0,30-44,college_plus,black,3172
TX-14,0,30-44,college_plus,hispanic,5149
TX-14,0,30-44,college_plus,other,1189
TX-14,0,45-64,no_college,white,21883
TX-14,0,45-64,no_college,black,6316
TX-14,0,45-64,no_college,hispanic,10252
TX-14,0,45-64,no_college,other,2367
TX-14,0,45-64,some_college,white,18113
TX-14,0,45-64,some_college,black,5228
TX-14,0,45-64,some_college,hispanic,8486
TX-14,0,45-64,some_college,other,1959
TX-14,0,45-64,college_plus,white,13393
TX-14,0,45-64,college_plus,black,3865
TX-14,0,45-64,college_plus,hispanic,6274
TX-14,0,45-64,college_plus,other,1449
TX-14,0,65+,no_college,white,11476
TX-14,0,65+,no_college,black,3312
TX-14,0,65+,no_college,hispanic,5376
TX-14,0,65+,no_college,other,1241
TX-14,0,65+,some_college,white,9499
TX-14,0,65+,some_college,black,2741
TX-14,0,65+,some_college,hispanic,4450
TX-14,0,65+,some_college,other,1027
TX-14,0,65+,college_plus,white,7024
TX-14,0,65+,college_plus,black,2027
TX-14,0,65+,college_plus,hispanic,3290
TX-14,0,65+,college_plus,other,760
TX-14,1,18-29,no_college,white,12367
TX-14,1,18-29,no_college,black,3569
TX-14,1,18-29,no_college,hispanic,5793
TX-14,1,18-29,no_college,other,1338
TX-14,1,18-29,some_college,white,10236
TX-14,1,18-29,some_college,black,2954
TX-14,1,18-29,some_college,hispanic,4795
TX-14,1,18-29,some_college,other,1107
TX-14,1,18-29,college_plus,white,7569
TX-14,1,18-29,college_plus,black,2184
TX-14,1,18-29,college_plus,hispanic,3546
TX-14,1,18-29,college_plus,other,819
TX-14,1,30-44,no_college,white,16113
TX-14,1,30-44,no_college,black,4650
TX-14,1,30-44,no_college,hispanic,7549
TX-14,1,30-44,no_college,other,1743
TX-14,1,30-44,some_college,white,13337
TX-14,1,30-44,some_college,black,3849
TX-14,1,30-44,some_college,hispanic,6248
TX-14,1,30-44,some_college,other,1443
TX-14,1,30-44,college_plus,white,9862
TX-14,1,30-44,college_plus,black,2846
TX-14,1,30-44,college_plus,hispanic,4620
TX-14,1,30-44,college_plus,other,1067
TX-14,1,45-64,no_college,white,21331
TX-14,1,45-64,no_college,black,6156
TX-14,1,45-64,no_college,hispanic,9993
TX-14,1,45-64,no_college,other,2307
TX-14,1,45-64,some_college,white,17656
TX-14,1,45-64,some_college,black,5096
TX-14,1,45-64,some_college,hispanic,8272
TX-14,1,45-64,some_college,other,1910
TX-14,1,45-64,college_plus,white,13055
TX-14,1,45-64,college_plus,black,3768
TX-14,1,45-64,college_plus,hispanic,6116
TX-14,1,45-64,college_plus,other,1412
TX-14,1,65+,no_college,white,13627
TX-14,1,65+,no_college,black,3933
TX-14,1,65+,no_college,hispanic,6384
TX-14,1,65+,no_college,other,1474
TX-14,1,65+,some_college,white,11279
TX-14,1,65+,some_college,black,3255
TX-14,1,65+,some_college,hispanic,5284
TX-14,1,65+,some_college,other,1220
TX-14,1,65+,college_plus,white,8340
TX-14,1,65+,college_plus,black,2407
TX-14,1,65+,college_plus,hispanic,3907
TX-14,1,65+,college_plus,other,902
TX-15,0,18-29,no_college,white,5501
TX-15,0,18-29,no_college,black,439
TX-15,0,18-29,no_college,hispanic,31016
